policy,noise_type,noise_level,seed,mean_loss,final_abs_theta,final_abs_x,max_abs_action,success_final_theta_lt_0p25
linear_near,action,0.0,28,0.005533962598219544,5.9487594405993605e-08,7.85323895996075e-08,6.184642989740418,True
linear_near,action,0.0,29,0.005533962598219544,5.9487594405993605e-08,7.85323895996075e-08,6.184642989740418,True
linear_near,action,0.005,0,0.006070442624855443,0.004077562997459427,0.0020442291738255063,6.056749119873824,True
linear_near,action,0.005,1,0.006028991910580715,0.0014837197470560781,0.00463853966980392,6.000152682882467,True
linear_near,action,0.005,2,0.006055145816088055,0.0038123706797117407,0.002149732405573779,6.038524096286548,True
linear_near,action,0.005,3,0.005988850518269911,0.004029407568233889,0.00992120144144272,6.117689820925399,True
linear_near,action,0.005,4,0.005997583908923874,0.002573654838634365,0.004758905584282164,6.185465025317213,True
linear_near,action,0.005,5,0.0058941975487735165,0.000276731736100988,0.0032956162893090623,6.330535810627573,True
linear_near,action,0.005,6,0.006007864293093575,0.0009146768004977268,0.0008852529652181618,6.344748113698746,True
linear_near,action,0.005,7,0.005928844400570087,0.00021195837019494235,0.003864818058676042,6.18416438866875,True
linear_near,action,0.005,8,0.005898009425262586,0.0027193024764775586,0.008866237062485637,6.125858718739871,True
linear_near,action,0.005,9,0.006018413476829375,0.00246708646926308,0.005267475903958227,6.237680885424917,True
linear_near,action,0.005,10,0.005905542927680394,0.006429269966815365,0.011272809542335937,6.309195516301892,True
linear_near,action,0.005,11,0.005999106165070921,0.003150005251500332,0.010004584303240891,6.195660262765203,True
linear_near,action,0.005,12,0.00621430493801789,0.0006544080879460346,0.013393036797329932,6.392438723409278,True
linear_near,action,0.005,13,0.005935049891892392,0.0047444228878466,0.0035532828152147243,6.181435782117519,True
linear_near,action,0.005,14,0.006086570785375562,0.004335597943151193,0.005337855700159015,6.145673877347968,True
linear_near,action,0.005,15,0.006020388062240464,0.00221892842167426,6.764211738243376e-05,6.09433540515287,True
linear_near,action,0.005,16,0.006020249057247561,0.003250653398019221,0.006510212033601359,6.113390532523755,True
linear_near,action,0.005,17,0.006067389365194313,0.0013418179837954014,0.0009504703754908751,6.18827471461173,True
linear_near,action,0.005,18,0.005978401261535784,0.00013963426466334639,0.00763996595762134,6.170283211984427,True
linear_near,action,0.005,19,0.005965026984499846,0.0065288308901689796,0.00664939846005142,6.21968076758866,True
linear_near,action,0.005,20,0.005976054439116641,0.002473084882239185,0.001842484597705861,6.309383963429381,True
